"Contact.ID","blank","others","emails","mails","calls","meetings","presentations","events","Total.Household.Gifts","Gave","bulk_email"
"0039000000KA0iI",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0Iv",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0kj",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0MW",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0nS",1,0,0,0,0,0,0,0,100750,TRUE,FALSE
"0039000000KA0rZ",1,0,0,0,0,0,0,0,15700,TRUE,FALSE
"0039000000KA0So",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0SP",1,0,0,0,0,0,0,0,5670,TRUE,FALSE
"0039000000KA0v1",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0w4",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0Ww",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA0xW",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA10L",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA10Q",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA10z",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA11j",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA1B3",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA1B9",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA1DO",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA1F5",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA2ih",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA2LS",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KA2MQ",1,0,0,0,0,0,0,0,9000,TRUE,FALSE
"0039000000KA2O3",1,0,0,0,0,0,0,0,20700,TRUE,FALSE
"0039000000KA2OD",1,0,0,0,0,0,0,0,109800,TRUE,FALSE
"0039000000KA2SA",0,0,1,0,0,0,0,0,170100,TRUE,FALSE
"0039000000KA8Fk",1,0,0,0,0,0,0,0,3600,TRUE,FALSE
"0039000000KAk89",0,0,42,0,0,0,0,0,21128.5,TRUE,TRUE
"0039000000KAKDD",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000KAkPA",0,0,19,0,0,3,0,0,169086,TRUE,TRUE
"0039000000KAq2V",1,0,0,0,0,0,0,0,78750,TRUE,FALSE
"0039000000KAq3m",1,0,0,0,0,0,0,0,94202.35,TRUE,FALSE
"0039000000lkMkb",0,0,4,0,0,0,0,0,48947.52,TRUE,FALSE
"0039000000Ll5ym",0,0,1,0,0,0,0,0,75000,TRUE,FALSE
"0039000000Lm4WE",1,0,0,0,0,0,0,0,900,TRUE,FALSE
"0039000000LmbKR",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000LmbMD",0,0,10,0,0,2,0,1,13500,TRUE,TRUE
"0039000000LmbOG",0,0,1,0,0,0,0,0,28571.95,TRUE,FALSE
"0039000000LmCzR",0,0,19,0,4,5,0,0,75000,TRUE,TRUE
"0039000000lmnSI",1,0,0,0,0,0,0,0,54000,TRUE,FALSE
"0039000000lnVaT",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000lo345",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mEG33",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mEGJ3",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mEGLx",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mEGOc",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mEGQE",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mESND",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000mESyc",1,0,0,0,0,0,0,0,33500,TRUE,FALSE
"0039000000mESyF",1,0,0,0,0,0,0,0,1000,TRUE,FALSE
"0039000000mEudo",0,0,15,0,0,0,0,0,0,FALSE,TRUE
"0039000000mEWxj",1,0,0,0,0,0,0,0,20000,TRUE,FALSE
"0039000000ML24H",0,0,0,0,0,1,0,0,0,FALSE,FALSE
"0039000000MLAl3",0,0,3,0,0,0,0,0,57046,TRUE,FALSE
"0039000000MLAtp",0,0,0,0,0,1,0,0,8775,TRUE,FALSE
"0039000000MLggP",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MLh5X",1,0,0,0,0,0,0,0,90000,TRUE,FALSE
"0039000000MLh8B",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MLh8p",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MLNiD",1,0,0,0,0,0,0,0,7722.98,TRUE,FALSE
"0039000000MLwFc",0,0,2,0,0,0,0,0,116083.97,TRUE,FALSE
"0039000000MLwfM",0,3,0,0,0,0,0,0,594640,TRUE,FALSE
"0039000000MLwHA",1,0,0,0,0,0,0,0,19000,TRUE,FALSE
"0039000000MLwX8",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MM0iW",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000MMNwo",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MMPTL",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Mqgbk",0,0,8,0,0,0,0,0,379373.5,TRUE,FALSE
"0039000000Mrb16",1,0,0,0,0,0,0,0,8130,TRUE,FALSE
"0039000000MrLdX",1,0,0,0,0,0,0,0,52845,TRUE,FALSE
"0039000000MsOcG",0,0,1,0,0,0,0,0,101625,TRUE,FALSE
"0039000000MsOW8",1,0,0,0,0,0,0,0,101625,TRUE,FALSE
"0039000000MsYML",1,0,0,0,0,0,0,0,9223.74,TRUE,FALSE
"0039000000MtBHN",1,0,0,0,0,0,0,0,93600,TRUE,FALSE
"0039000000MtyHJ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000MtyJK",0,0,3,0,0,0,0,0,0,FALSE,FALSE
"0039000000nmitv",1,0,0,0,0,0,0,0,1162.5,TRUE,FALSE
"0039000000nmiuc",1,0,0,0,0,0,0,0,101592,TRUE,FALSE
"0039000000nmius",0,0,27,0,0,1,0,0,391456,TRUE,TRUE
"0039000000nmT3O",1,0,0,0,0,0,0,0,200,TRUE,FALSE
"0039000000nmUtZ",0,0,1,0,0,0,0,0,5500,TRUE,FALSE
"0039000000nmvpf",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000nmyMK",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000nn7fu",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000nne3r",0,0,8,0,0,2,0,0,0,FALSE,FALSE
"0039000000nnJI8",1,0,0,0,0,0,0,0,150000,TRUE,FALSE
"0039000000nogeH",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000noVsl",0,0,4,0,0,0,0,0,7457.36,TRUE,FALSE
"0039000000np261",0,0,5,0,0,0,0,0,0,FALSE,FALSE
"0039000000np27n",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000npcii",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000npckK",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000npJoa",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000npJrC",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000npJrt",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000nppND",1,0,0,0,0,0,0,0,282568.59,TRUE,FALSE
"0039000000OCvAT",1,0,0,0,0,0,0,0,19000,TRUE,FALSE
"0039000000OCzDT",1,0,0,0,0,0,0,0,25000,TRUE,FALSE
"0039000000ODByr",0,0,1,0,0,0,0,0,150595,TRUE,FALSE
"0039000000ODi0Y",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000OEKnj",1,0,0,0,0,0,0,0,15500,TRUE,FALSE
"0039000000OEoQs",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000PDoeM",0,0,3,0,0,0,0,0,57046,TRUE,FALSE
"0039000000PFR5f",0,1,4,0,0,0,0,0,49000,TRUE,FALSE
"0039000000PFR5J",1,0,0,0,0,0,0,0,9740,TRUE,FALSE
"0039000000PFR5k",1,0,0,0,0,0,0,0,17000,TRUE,FALSE
"0039000000PFR5K",1,0,0,0,0,0,0,0,80000,TRUE,FALSE
"0039000000PFR6q",1,0,0,0,0,0,0,0,72600,TRUE,FALSE
"0039000000PFR6T",1,0,0,0,0,0,0,0,500,TRUE,FALSE
"0039000000PGhDC",1,0,0,0,0,0,0,0,70220,TRUE,FALSE
"0039000000PGhhz",1,0,0,0,0,0,0,0,151000,TRUE,FALSE
"0039000000q21oU",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Q5pHf",1,0,0,0,0,0,0,0,50375,TRUE,FALSE
"0039000000Q8Ioq",0,0,2,0,0,0,0,0,8157963.65,TRUE,FALSE
"0039000000Q9XCu",1,0,0,0,0,0,0,0,10605,TRUE,FALSE
"0039000000Q9XDJ",1,0,0,0,0,0,0,0,55874.08,TRUE,FALSE
"0039000000Q9XDl",1,0,0,0,0,0,0,0,3761,TRUE,FALSE
"0039000000QalFi",1,0,0,0,0,0,0,0,150595,TRUE,FALSE
"0039000000QaLuU",0,0,7,0,0,0,0,0,4470.89,TRUE,FALSE
"0039000000qupxk",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000qupzb",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000qupzV",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000quq0O",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000quq1M",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000quq3r",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000qvvpP",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000qvvtq",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000qwJYv",0,0,28,0,0,0,0,0,10220045.33,TRUE,TRUE
"0039000000QZpJX",1,0,0,0,0,0,0,0,1200,TRUE,FALSE
"0039000000QZpMi",0,0,3,0,0,1,0,0,5050,TRUE,FALSE
"0039000000QZpN0",0,0,4,0,0,0,0,0,7900,TRUE,FALSE
"0039000000QZpNV",1,0,0,0,0,0,0,0,175000,TRUE,FALSE
"0039000000QZpOl",0,0,3,0,0,0,0,0,7000,TRUE,FALSE
"0039000000R8uIa",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000R9jhi",0,0,1,0,0,0,0,0,68000,TRUE,FALSE
"0039000000R9MGF",1,0,0,0,0,0,0,0,18500,TRUE,FALSE
"0039000000R9MH3",1,0,0,0,0,0,0,0,4000,TRUE,FALSE
"0039000000R9QOe",0,0,16,0,0,0,0,0,31000,TRUE,TRUE
"0039000000RqkJ3",1,0,0,0,0,0,0,0,46400,TRUE,FALSE
"0039000000RrfN5",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000RrnfF",0,0,3,0,0,2,0,0,503750,TRUE,FALSE
"0039000000Rryfq",0,0,5,0,0,0,0,0,46000,TRUE,FALSE
"0039000000Rs0oR",1,0,0,0,0,0,0,0,2200,TRUE,FALSE
"0039000000RtGKO",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000RuSv0",0,0,4,0,0,0,0,0,0,FALSE,FALSE
"0039000000RuT2q",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000RuUmw",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000RuUYI",0,0,1,0,0,3,0,0,0,FALSE,FALSE
"0039000000sR2Mr",0,0,38,0,0,1,0,0,74155,TRUE,TRUE
"0039000000tAeU4",0,1,2,0,0,2,0,0,333989,TRUE,FALSE
"0039000000tALXd",1,0,0,0,0,0,0,0,193750,TRUE,FALSE
"0039000000tB98e",0,0,3,0,0,0,0,0,0,FALSE,FALSE
"0039000000TbrgA",0,1,7,0,0,0,0,0,8000,TRUE,FALSE
"0039000000Tccbl",0,0,1,0,0,0,0,0,110,TRUE,FALSE
"0039000000TcXSn",0,0,8,0,0,0,0,0,526449.22,TRUE,FALSE
"0039000000Tdnfq",1,0,0,0,0,0,0,0,13713,TRUE,FALSE
"0039000000TdoDJ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000TdpZN",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000TdrhD",1,0,0,0,0,0,0,0,114140,TRUE,FALSE
"0039000000Tehjj",0,1,0,0,0,0,0,0,52410,TRUE,FALSE
"0039000000TeiLs",0,1,0,0,0,0,0,0,159154.85,TRUE,FALSE
"0039000000TeX7W",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000TeX8U",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000TeY3p",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000TfCgp",1,0,0,0,0,0,0,0,62500,TRUE,FALSE
"0039000000TfJF2",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000u0dEf",1,0,0,0,0,0,0,0,2000,TRUE,FALSE
"0039000000u0doc",1,0,0,0,0,0,0,0,5150,TRUE,FALSE
"0039000000u0GgM",1,0,0,0,0,0,0,0,3676.85,TRUE,FALSE
"0039000000u0Ggn",1,0,0,0,0,0,0,0,1457.06,TRUE,FALSE
"0039000000u0UdA",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000u0vNa",0,0,7,0,0,0,0,0,0,FALSE,FALSE
"0039000000u1mdT",1,0,0,0,0,0,0,0,54000,TRUE,FALSE
"0039000000vXE59",0,0,3,0,0,0,0,0,11000,TRUE,FALSE
"0039000000vXE8m",0,0,1,0,0,0,0,0,1030,TRUE,FALSE
"0039000000vXjMA",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000vXwvc",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000x306g",0,0,2,0,0,0,0,0,24500,TRUE,FALSE
"0039000000x3QBF",0,0,1,0,0,0,0,0,1030,TRUE,FALSE
"0039000000x3Qd8",0,2,1,0,0,0,0,0,238605.73,TRUE,FALSE
"0039000000x3Qef",0,0,3,0,0,0,0,0,81630,TRUE,FALSE
"0039000000x3QNu",0,0,4,0,0,0,0,0,66660,TRUE,FALSE
"0039000000x4S7q",0,0,13,0,0,0,0,0,9660,TRUE,TRUE
"0039000000x4TlM",1,0,0,0,0,0,0,0,29915,TRUE,FALSE
"0039000000x51M8",0,2,2,0,0,0,0,0,143505.65,TRUE,FALSE
"0039000000x63jV",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000x6VRY",0,0,16,0,0,0,0,0,94480,TRUE,TRUE
"0039000000x714q",1,0,0,0,0,0,0,0,12750,TRUE,FALSE
"0039000000x74ps",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000x74rf",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000x74rz",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000x74u0",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000YcErg",0,0,1,0,0,0,0,0,3839.25,TRUE,FALSE
"0039000000YcEs0",1,0,0,0,0,0,0,0,130000,TRUE,FALSE
"0039000000YceSH",0,0,1,0,0,0,0,0,27896.35,TRUE,FALSE
"0039000000YcEua",1,0,0,0,0,0,0,0,13500,TRUE,FALSE
"0039000000YcEWi",0,0,4,2,0,0,0,0,248854.65,TRUE,FALSE
"0039000000YcExB",0,0,1,0,0,0,0,0,2500,TRUE,FALSE
"0039000000YcFbu",0,0,4,0,0,0,0,0,2776.35,TRUE,FALSE
"0039000000YcFcE",0,0,4,0,0,1,0,0,13500,TRUE,FALSE
"0039000000YcFIr",1,0,0,0,0,0,0,0,11195,TRUE,FALSE
"0039000000YcFMB",0,0,4,0,0,0,0,0,39397.5,TRUE,FALSE
"0039000000YcFNr",0,0,0,0,0,2,0,0,104700,TRUE,FALSE
"0039000000YcFOa",1,0,0,0,0,0,0,0,3000,TRUE,FALSE
"0039000000YcFVm",1,0,0,0,0,0,0,0,41482.35,TRUE,FALSE
"0039000000YcgiY",1,0,0,0,0,0,0,0,80000,TRUE,FALSE
"0039000000Ycgnr",1,0,0,0,0,0,0,0,7200,TRUE,FALSE
"0039000000Ycgnw",0,2,0,0,0,1,0,0,193496.35,TRUE,FALSE
"0039000000Ycgxh",0,0,2,0,0,0,0,0,45416.85,TRUE,FALSE
"0039000000Ycgxm",1,0,0,0,0,0,0,0,16000,TRUE,FALSE
"0039000000YchSm",1,0,0,0,0,0,0,0,55000,TRUE,FALSE
"0039000000YchSX",0,0,3,0,0,0,0,0,30031,TRUE,FALSE
"0039000000YchU4",1,0,0,0,0,0,0,0,42400,TRUE,FALSE
"0039000000YcM02",0,0,9,0,0,1,0,0,399915,TRUE,FALSE
"0039000000Ycm2M",1,0,0,0,0,0,0,0,14001.85,TRUE,FALSE
"0039000000Ycmn3",0,0,19,0,0,0,0,0,399915,TRUE,TRUE
"0039000000YcNiE",1,0,0,0,0,0,0,0,40000,TRUE,FALSE
"0039000000Ycniz",0,0,4,0,0,0,0,0,159412.35,TRUE,FALSE
"0039000000YcNjj",1,0,0,0,0,0,0,0,2530,TRUE,FALSE
"0039000000YcNnX",1,0,0,0,0,0,0,0,143010,TRUE,FALSE
"0039000000Ycnqt",0,0,4,0,0,0,0,0,159412.35,TRUE,FALSE
"0039000000YcNRu",0,0,5,0,0,0,0,0,228000,TRUE,FALSE
"0039000000Ycnxj",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Ycnxo",0,0,1,0,0,0,0,0,14333,TRUE,FALSE
"0039000000Ycnza",0,0,2,0,0,0,0,0,13400,TRUE,FALSE
"0039000000Ycnzu",0,0,4,0,0,1,0,0,33500,TRUE,FALSE
"0039000000Yco0k",0,0,7,0,0,1,0,0,84500,TRUE,FALSE
"0039000000Yco0O",0,0,4,0,0,1,0,0,120000,TRUE,FALSE
"0039000000Yco1h",1,0,0,0,0,0,0,0,105435.2,TRUE,FALSE
"0039000000Yco2F",1,0,0,0,0,0,0,0,156000,TRUE,FALSE
"0039000000Yco3D",0,0,8,0,0,1,0,0,0,FALSE,FALSE
"0039000000Yco5W",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Yco6W",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Yco7A",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Ycq3P",0,0,1,0,0,0,0,0,0,FALSE,FALSE
"0039000000YcqDZ",0,1,7,0,0,3,0,0,192051.85,TRUE,FALSE
"0039000000YcqxJ",1,0,0,0,0,0,0,0,170000,TRUE,FALSE
"0039000000Ycqxx",1,0,0,0,0,0,0,0,170000,TRUE,FALSE
"0039000000YcrDh",0,0,2,0,0,0,0,0,26240,TRUE,FALSE
"0039000000YcrJu",0,0,1,0,0,0,0,0,26240,TRUE,FALSE
"0039000000YcrLf",1,0,0,0,0,0,0,0,19950,TRUE,FALSE
"0039000000YcrLp",1,0,0,0,0,0,0,0,19950,TRUE,FALSE
"0039000000YcUmA",1,0,0,0,0,0,0,0,25205,TRUE,FALSE
"0039000000YcUpI",0,0,1,0,0,0,0,0,25205,TRUE,FALSE
"0039000000YcUpw",1,0,0,0,0,0,0,0,23091.15,TRUE,FALSE
"0039000000Ycv8q",1,0,0,0,0,0,0,0,37038,TRUE,FALSE
"0039000000YcviZ",0,0,8,0,0,0,0,0,250000,TRUE,FALSE
"0039000000Ycvnj",0,1,3,0,0,0,0,0,44500,TRUE,FALSE
"0039000000YdLx4",0,0,1,0,1,1,0,0,821148.05,TRUE,FALSE
"0039000000YdQXZ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000Yf3ul",0,3,0,0,0,0,0,0,68400,TRUE,FALSE
"0039000000YfALY",1,0,0,0,0,0,0,0,292290.8,TRUE,FALSE
"0039000000Yfc9P",1,0,0,0,0,0,0,0,155,TRUE,FALSE
"0039000000zLgd5",0,0,7,0,0,0,0,0,0,FALSE,FALSE
"0039000000zM1mo",0,0,6,0,0,0,0,0,0,FALSE,FALSE
"0039000000zMFc5",0,1,1,0,0,0,0,0,75200,TRUE,FALSE
"0039000000zMGgb",0,0,2,0,0,0,0,0,400,TRUE,FALSE
"0039000000zMIqp",1,0,0,0,0,0,0,0,2092.7,TRUE,FALSE
"0039000000zMIqv",0,0,3,0,0,0,0,0,2500,TRUE,FALSE
"0039000000zMn7Z",0,0,5,0,0,0,0,0,202776.65,TRUE,FALSE
"0039000000zN7gr",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000zN7mP",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000zN7nN",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000zNSF2",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000000zNSV7",0,0,4,0,0,0,0,0,0,FALSE,FALSE
"003900000101sb2",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"003900000101w6D",1,0,0,0,0,0,0,0,15711.84,TRUE,FALSE
"003900000102EdF",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"003900000102EYy",0,0,19,0,0,0,0,0,86081.7,TRUE,TRUE
"003900000102Vwx",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"003900000102Yb1",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000001038Kp",0,0,2,0,0,0,0,0,0,FALSE,FALSE
"0039000001048yw",1,0,0,0,0,0,0,0,7055.06,TRUE,FALSE
"0039000001048z4",0,0,1,0,0,0,0,0,10500,TRUE,FALSE
"0039000001048zl",1,0,0,0,0,0,0,0,2585.95,TRUE,FALSE
"0039000001048zm",0,0,1,0,0,0,0,0,54286.5,TRUE,FALSE
"00390000010zA1U",0,0,1,0,0,0,0,0,535877.57,TRUE,FALSE
"003900000110xpB",1,0,0,0,0,0,0,0,2762.5,TRUE,FALSE
"003900000110xvL",1,0,0,0,0,0,0,0,13810.5,TRUE,FALSE
"003900000111jlh",1,0,0,0,0,0,0,0,22500,TRUE,FALSE
"003900000160bJJ",1,0,0,0,0,0,0,0,17000,TRUE,FALSE
"003900000160d1l",1,0,0,0,0,0,0,0,38750,TRUE,FALSE
"003900000160DIx",0,0,21,0,0,2,0,0,177875,TRUE,TRUE
"003900000160TjG",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"003900000161XAS",0,0,16,0,0,1,0,0,0,FALSE,TRUE
"003900000161yCp",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"0039000001626Pn",1,0,0,0,0,0,0,0,7750,TRUE,FALSE
"003900000162ALl",0,0,2,0,0,0,0,0,9567.25,TRUE,FALSE
"00390000016fpQb",0,0,1,0,0,0,0,0,30243,TRUE,FALSE
"00390000016g4LJ",0,0,1,0,0,0,0,0,8060,TRUE,FALSE
"00390000016gEfR",1,0,0,0,0,0,0,0,10584.55,TRUE,FALSE
"00390000016gEKz",0,0,6,0,0,0,0,0,177875,TRUE,FALSE
"00390000016gxhY",1,0,0,0,0,0,0,0,1200,TRUE,FALSE
"00390000016i0Dc",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000016i0k8",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000016i0vL",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000016i2g6",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000016i4eC",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000016i4Ve",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000017aLZA",1,0,0,0,0,0,0,0,4000,TRUE,FALSE
"00390000017aMU3",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000017aqUd",1,0,0,0,0,0,0,0,3150,TRUE,FALSE
"00390000017axcG",1,0,0,0,0,0,0,0,775,TRUE,FALSE
"00390000017axXk",0,0,13,0,0,0,0,0,526449.22,TRUE,TRUE
"00390000017b690",0,0,3,1,0,0,0,0,27000,TRUE,FALSE
"00390000017Xqjy",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000017Xvsv",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000017YLgv",0,0,12,0,0,0,0,0,594905.17,TRUE,TRUE
"00390000017Yrmz",0,0,28,0,0,0,0,0,0,FALSE,TRUE
"00390000017YTZC",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000017YYm1",0,0,1,0,0,0,0,0,1162500,TRUE,FALSE
"00390000017ZKmq",0,0,4,0,0,0,0,0,245822.79,TRUE,FALSE
"00390000018xTuo",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018xuVR",0,0,32,0,0,0,0,0,410145.13,TRUE,TRUE
"00390000018yetp",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yewt",1,0,0,0,0,0,0,0,540,TRUE,FALSE
"00390000018yf5I",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfCg",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfe0",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfgQ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfjo",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfn2",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfoy",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfsb",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yfwJ",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018ygOh",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yhbC",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yhNF",1,0,0,0,0,0,0,0,1008,TRUE,FALSE
"00390000018yhON",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yhqX",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yhVi",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yhxT",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yi4y",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yi87",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yIgP",0,0,1,0,0,0,0,0,4500,TRUE,FALSE
"00390000018yIlU",0,0,9,0,0,0,0,0,454100,TRUE,FALSE
"00390000018yjay",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018yje2",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018ylJk",0,0,1,0,0,0,0,0,201456,TRUE,FALSE
"00390000018zIyW",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zJ33",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zNhP",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zP96",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zPcI",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zPoV",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zPSc",1,0,0,0,0,0,0,0,15390,TRUE,FALSE
"00390000018zPUs",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zPVR",1,0,0,0,0,0,0,0,15390,TRUE,FALSE
"00390000018zPxw",1,0,0,0,0,0,0,0,0,FALSE,FALSE
"00390000018zR4l",1,0,0,0,0,0,0,0,3937.5,TRUE,FALSE
"003900000190pjl",1,0,0,0,0,0,0,0,5150,TRUE,FALSE
"003900000190po3",0,0,2,0,0,0,0,0,48860,TRUE,FALSE
"003900000190pWN",1,0,0,0,0,0,0,0,82400,TRUE,FALSE
